temperature_K,lattice_matched_pressure_GPa,lattice_matched_pressure_mass_shift_u,lattice_matched_A1_u,lattice_matched_chi_T_SCHA,lattice_matched_lattice_parameter_angstrom,lattice_matched_isotropic_strain,lattice_matched_mean_u_component_variance_bohr2,lattice_matched_delta_A1_quartic_local,lattice_matched_delta_A1_quartic_homogeneous,lattice_matched_delta_A1_quartic_inhomogeneous,lattice_matched_delta_A1_sextic,lattice_matched_delta_A1_octic,lattice_matched_residual,linear_pressure_GPa,linear_pressure_mass_shift_u,linear_A1_u,linear_chi_T_SCHA,linear_lattice_parameter_angstrom,linear_isotropic_strain,linear_mean_u_component_variance_bohr2,linear_delta_A1_quartic_local,linear_delta_A1_quartic_homogeneous,linear_delta_A1_quartic_inhomogeneous,linear_delta_A1_sextic,linear_delta_A1_octic,linear_residual,zero_pressure_pressure_GPa,zero_pressure_pressure_mass_shift_u,zero_pressure_A1_u,zero_pressure_chi_T_SCHA,zero_pressure_lattice_parameter_angstrom,zero_pressure_isotropic_strain,zero_pressure_mean_u_component_variance_bohr2,zero_pressure_delta_A1_quartic_local,zero_pressure_delta_A1_quartic_homogeneous,zero_pressure_delta_A1_quartic_inhomogeneous,zero_pressure_delta_A1_sextic,zero_pressure_delta_A1_octic,zero_pressure_residual
500.0,-2.179168031780543,-0.008090892060232592,0.005923282219561418,42.1543898901957,4.014238961762455,0.007094642636267122,0.023456913454195732,0.07555916692170023,-0.009342752534139988,-0.00457890433796674,-0.021093122443553918,0.004718293817652876,3.7470027081099033e-16,-5.020605076503719,-0.01864067991023935,0.002394381631250137,104.28260259526309,4.0379685447724025,0.013047934442995587,0.028241003477421988,0.09096962820592923,-0.011248227833579103,-0.00509736567128621,-0.03057450195325521,0.008234035937557727,2.186792413816363e-14,0.0,0.0,0.009519414989054344,26.2297996673281,3.996439062790028,0.0026289934645676804,0.020570943321457234,0.06626290978981297,-0.008193287374380359,-0.004261837441124608,-0.016222118065079477,0.003182255223725635,-1.0026701691145945e-15
505.0,-2.2034666738253854,-0.008181108916908125,0.006011777642289013,41.533862855576984,4.0144882532472455,0.00715718503127099,0.02358884592962877,0.07598414644652578,-0.009395300473645939,-0.004614743708104509,-0.021331064569124203,0.004798356007444815,1.3877787807814457e-17,-4.988867756193841,-0.018522844466086635,0.002523241342401029,98.95698200452645,4.037742109581901,0.012991126248607852,0.02826336407116004,0.09104165591912436,-0.01125713392833104,-0.00512060150970991,-0.030622937531855774,0.008253610003135821,2.3023249973164184e-14,0.0,0.0,0.009658301734582991,25.852614152547655,3.9964899980887405,0.0026417721424049855,0.020670931952489296,0.06658499213356109,-0.008233112265996392,-0.004293753681417236,-0.016380202157265995,0.0032288848496012114,-8.673617379884035e-16
510.0,-2.227765315870228,-0.00827132577358366,0.006099774997774853,40.93468172254575,4.014737519921891,0.007219721201891221,0.02372072970146297,0.07640896908782266,-0.009447829014791045,-0.004650568242986739,-0.021570252661126582,0.004879288746338343,6.973588373426765e-16,-4.957130435883962,-0.01840500902193392,0.0026533979778317605,94.10286364848041,4.037516192371828,0.012934448005456211,0.028286741487323994,0.09111695901019724,-0.01126644501755571,-0.005144090516795372,-0.030673616652524077,0.008274107320314132,2.8282931552325863e-14,0.0,0.0,0.009796698865894005,25.48739647212479,3.996540869570827,0.0026545348098894824,0.02077079530817754,0.06690667094166784,-0.008272887261169816,-0.004325632892103649,-0.01653885327873368,0.003275908500131942,1.8561541192951836e-16
515.0,-2.25206395791507,-0.008361542630259192,0.006187276947370105,40.35577366860671,4.014986760729745,0.007282250883035734,0.02385256269544667,0.0768336281640329,-0.009500337331412907,-0.004686377434078302,-0.021810681448771154,0.004961094771758809,-1.231653667943533e-15,-4.925393115574083,-0.01828717357778121,0.002784793897057489,89.66277482038778,4.037290765919688,0.012877892883944805,0.028311082286743533,0.09119536534144539,-0.01127613981674163,-0.005167807484807051,-0.030726428786075885,0.008295485364885289,3.140890325603607e-14,0.0,0.0,0.009934608034577932,25.13358828491152,3.996591676672057,0.0026672813254666064,0.0208705322809076,0.06722794264629732,-0.008312611918744255,-0.00435747489437034,-0.016698066779580124,0.003323326124873075,1.0720591081536668e-15
520.0,-2.2763625999599126,-0.008451759486934727,0.006274286291225231,39.796135611831694,4.015235974665648,0.007344773822529228,0.023984342938397362,0.07725811731916137,-0.009552824637604375,-0.004722170812416288,-0.022052345763836984,0.005043776816756391,-1.3374717999781183e-15,-4.8936557952642055,-0.0181693381336285,0.002917374665210607,85.58802922730884,4.037065804945318,0.01282145454177098,0.028336336843145325,0.09127671505723058,-0.011286198560032051,-0.005191729878724873,-0.03078127150976527,0.008317704833995972,3.357036870710317e-14,0.0,0.0,0.010072031021347454,24.790665118468976,3.9966424188766454,0.0026800115597360556,0.02097014185816791,0.06754880398595774,-0.008352285835442232,-0.004389279537406021,-0.01685783813258198,0.003371137684718309,4.579669976578771e-16
525.0,-2.300661242004755,-0.008541976343610262,0.006360805957160111,39.254828679687485,4.015485160772207,0.007407289780180155,0.024116068550901194,0.07768243049925967,-0.009605290184805819,-0.00475794794556231,-0.02229524053235968,0.005127337608138146,-8.187894806610529e-16,-4.861918474954328,-0.018051502689475786,0.003051088830083478,81.8371283232105,4.0368412859240115,0.012765127077043205,0.028362458976317118,0.09136085940233092,-0.011296602854116376,-0.0052158374978380235,-0.030838049709369608,0.008340729322410702,4.0464159800635e-14,0.0,0.0,0.010208969725974688,24.458133858283794,3.996693095714084,0.0026927253946563644,0.021069623116325792,0.06786925198545309,-0.008391908643386204,-0.004421046696245325,-0.0170181629268753,0.003419343150926023,1.2212453270876722e-15
530.0,-2.3249598840495977,-0.008632193200285795,0.006446838990331322,38.73097319283654,4.015734318136334,0.007469798526912891,0.02424773774052251,0.0781065619305526,-0.009657733259100519,-0.004793708434794386,-0.022539360766821656,0.005211779864680326,-4.2500725161431774e-16,-4.83018115464445,-0.017933667245323075,0.0031858877172700564,78.37449724280106,4.03661718692229,0.012708904987077186,0.02838940562970196,0.0914476596834106,-0.01130733554981777,-0.005240112186927454,-0.030896674879196184,0.00836452503898198,4.077641002631083e-14,0.0,0.0,0.0103454261579238,24.135530455824735,3.99674370675619,0.002705422722804399,0.02116897521483324,0.06818928393721879,-0.008431480007790782,-0.004452776269780035,-0.01717903686203581,0.003467942504209566,8.864436962241484e-16
535.0,-2.3492585260944403,-0.008722410056961328,0.006532388543640046,38.22374410906054,4.01598344588604,0.007532299843962443,0.024379348795502676,0.0785305060991409,-0.00971015317870494,-0.004829451912518919,-0.02278470155884249,0.0052971062954266755,-1.0373646386341306e-15,-4.798443834334572,-0.017815831801170363,0.0033217252417911598,75.16947668387384,4.036393487452984,0.012652783132039455,0.02841713658592228,0.09153698635266916,-0.011318380628788085,-0.005264537588847004,-0.030957064505576743,0.008389060557357811,4.520689378395559e-14,0.0,0.0,0.010481402427658167,23.82241783353069,3.9967942516143484,0.002718103446685046,0.0212681973908255,0.0685088973839228,-0.008470999624811354,-0.004484468178916593,-0.017340455742522486,0.0035169357338847105,-8.847089727481716e-17
540.0,-2.3735571681392824,-0.008812626913636861,0.006617457868818823,37.73236687906929,4.016232543187451,0.007594793522125495,0.024510900078899774,0.07895425773212428,-0.009762549291634611,-0.004865178039882476,-0.023031258072313248,0.0053833195980595785,9.853229343548264e-16,-4.766706514024693,-0.017697996357017652,0.0034585577347144825,72.1955124839542,4.036170168346945,0.0125967567027629,0.02844561421494762,0.0916287181966418,-0.011329723103204521,-0.005289098931815138,-0.0310191415221166,0.008414306596076329,4.908226602928778e-14,0.0,0.0,0.010616900738540613,23.518383967426846,3.996844729936959,0.002730767478087759,0.02136728895408627,0.06882809010224755,-0.008510467219538779,-0.004516122364877776,-0.017502415472463926,0.0035663228370717247,6.314393452555578e-16
545.0,-2.397855810184125,-0.008902843770312394,0.00670205030814519,37.256113671602506,4.016481609242033,0.007657279361065406,0.024642390023150506,0.07937781178008403,-0.009814920973538172,-0.004900886504567525,-0.023279025536970754,0.005470422457348557,2.671474153004283e-16,-4.734969193714814,-0.017580160912864937,0.0035963437834691256,69.42949927667819,4.035947211639068,0.01254082119215158,0.02847480325034754,0.09172274161546767,-0.011341348926652449,-0.005313782845918493,-0.03108283382659706,0.008440235823878683,5.452235884995105e-14,0.0,0.0,0.010751923379295958,23.2230401300912,3.9968951414070317,0.002743414737486558,0.021466249282352908,0.069146860087767,-0.008549882544129453,-0.004547738787626897,-0.017664912050763603,0.0036161038179483296,-6.088879400678593e-16
550.0,-2.4221544522289675,-0.008993060626987927,0.006786169286738213,36.79429993015558,4.0167306432840055,0.007719757168663354,0.0247738171249931,0.0798011634007289,-0.009867267625675172,-0.004936577018754874,-0.023527999242325476,0.005558417543651474,1.0581813203458523e-16,-4.7032318734049365,-0.017462325468712226,0.003735044084628465,66.8512452478572,4.035724600466729,0.012484972369699723,0.02850467058991175,0.09181894998064946,-0.011353244914713553,-0.005338577204300392,-0.031148073851295196,0.008466822686842587,5.6604027021123215e-14,0.0,0.0,0.010886472716998668,22.936019278601965,3.996945485739962,0.0027560451534791373,0.021565077816927642,0.0694652055408097,-0.008589245376057295,-0.004579317424412629,-0.01782794156648738,0.0036662786870455323,-4.440892098500626e-16
555.0,-2.44645309427381,-0.009083277483663462,0.0068698183053874816,36.3462812280262,4.01697964457795,0.007782226760416643,0.02490517994075923,0.08022430794372937,-0.009919588673040903,-0.004972249317241434,-0.023778174531984372,0.005647307511487574,-4.735795089416683e-16,-4.671494553095059,-0.017344490024559515,0.0038746213080942684,64.44303281753925,4.035502318978982,0.012429206258713629,0.028535185117419634,0.09191724306093932,-0.011365398673977707,-0.005363470985274527,-0.031214798179603726,0.008494043254404685,6.455252998804895e-14,0.0,0.0,0.011020551190536288,22.656974573783103,3.9969957626814394,0.0027686586622643495,0.021663774058589075,0.06978312485328883,-0.008628555516485316,-0.004610858268419379,-0.017991500194540228,0.003716847460591485,-2.8622937353617317e-16
560.0,-2.4707517363186526,-0.009173494340338996,0.006953000933880341,35.911450392069355,4.017228612416565,0.007844687958876922,0.025036477081978408,0.08064724093655871,-0.009971883562615618,-0.005007903155698629,-0.02402954679828598,0.005737094998158338,1.3340023530261647e-15,-4.639757232785181,-0.0172266545804068,0.00401503997168303,62.189255866458886,4.0352803522552065,0.012373519115898521,0.0285663175429145,0.09201752650783172,-0.011377798538425092,-0.005388454152246897,-0.03128294720310403,0.00852187508186433,6.861525236878663e-14,0.0,0.0,0.011154161304515641,22.385578018489884,3.997045972005501,0.0027812552071525107,0.0217623375637605,0.0701006165963597,-0.008667812788739496,-0.0046423613275182515,-0.01815558419157696,0.0037678101598891517,3.139849491518021e-16
